"ISIK.id"	"nr"	"Eludaatumid"	"Üldandmed"	"Seotud.andmed"	"Nime.normitud.kuju"	"Sünniaeg"	"Surmaaeg"	"Tegevusala"	"Biograafilised.andmed"	"Allikad"	"Sünnikoht"	"Surmakoht"	"Märkus"	"Ühiskondlik.tegevus"	"Märkus.1"	"Aukraadid"	"Vangistused.ja.repressioonid"	"Poliitiline.tegevus"	"Nimi2"	"Synd"	"Vanemad"	"Vennadoed"	"Abielus"	"Lapsed"	"Haridus"	"Töö"	"Amet"	"Surnud"	"Allikad.1"
6833	6833	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Kampmaa, Mihkel"	"1867-03-28"	"1943-09-30"	"õpetaja, koolikirjanik, ajakirjanik, luuletaja"	"KAMPMAA (KAMPMANN --1936), Mihkel (-mpm-, M.~K.,  Collaborator, -a-). 28.III 1867 Pä Sauga v Rannaküla Maidla-Uuetoal.  Kalur (erusoldat) Madis K. (1833--68), Anu Maidlas (1832--1905). Lell  Pärnu veoettevõtja Juhan K. (1830--1909). Ae 1892 Marie Henriette Sonne  (1874--1931, Porkuni ms val Aleksander S. /srn 1916/, Elise Martinson  /srn 1895/). Mary (1904--, vt), Eerika (1911), 5 l.  Sauga Papsaare k-k  1875--77, Audru khkk 1877--81 (A.~Grenzstein, K.~Niggul), Pärnu kreisk  1882--84, Valga öS 1884--88, koduõp eksam Pärnu g-s 1900. Tõstamaa v-k  õp 1888--89, V-Maarja köster 1889--93 ja khkk õp 1890--92, Sakala toim  1894--96, Vilj linnakog köster ja A.v.Strycki eraalgk (end kir-k) juh  1896--1903, Volmari öS õp 1903--07, Trt ENKS tüt.g õp 1907--19, Trt öS  ja pedag-i õp 1919--33 (öS insp), pens 1933; VanemuiseS, EKS eests.l  1907--14 (aastarmt toim, koolikirj.toimk juh, aul 1932), Trt öpS aul  1933, Trt linnavolik 1920--26, ERE; Pr IV 1938. Srn 30.IX 1943 Trt-s,  maet Raadi kalm-le.  PmA, EBL, EAT, TöS, EE, EBLl, EEl, EAT2, ENE1,  EKBL, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"	"EAE-40, lk. 77; Postimees 1857-1907, 1909, lk. 171."	"Sauga v. Pärnumaa"	"Tartu"							"KAMPMAA (KAMPMANN --1936), Mihkel (-mpm-, M.~K.,  Collaborator, -a-). "	"28.III 1867 Pä Sauga v Rannaküla Maidla-Uuetoal. "	" Kalur (erusoldat) Madis K. (1833--68), Anu Maidlas (1832--1905). "	"Lell  Pärnu veoettevõtja Juhan K. (1830--1909). "	"Ae 1892 Marie Henriette Sonne  (1874--1931, Porkuni ms val Aleksander S. /srn 1916/, Elise Martinson  /srn 1895/). "	"Mary (1904--, vt), Eerika (1911), 5 l. "	" Sauga Papsaare k-k  1875--77, Audru khkk 1877--81 (A.~Grenzstein, K.~Niggul), Pärnu kreisk  1882--84, Valga öS 1884--88, koduõp eksam Pärnu g-s 1900. "	"Tõstamaa v-k  õp 1888--89, V-Maarja köster 1889--93 ja khkk õp 1890--92, Sakala toim  1894--96, Vilj linnakog köster ja A.v.Strycki eraalgk (end kir-k) juh  1896--1903, Volmari öS õp 1903--07, Trt ENKS tüt.g õp 1907--19, Trt öS  ja pedag-i õp 1919--33 (öS insp), pens 1933; VanemuiseS, EKS eests.l  1907--14 (aastarmt toim, koolikirj.toimk juh, aul 1932), Trt öpS aul  1933, Trt linnavolik 1920--26, ERE; Pr IV 1938. "		"Srn 30.IX 1943 Trt-s,  maet Raadi kalm-le. "	" PmA, EBL, EAT, TöS, EE, EBLl, EEl, EAT2, ENE1,  EKBL, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"
6847	6847	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Kangro, Bernard"	"1910-09-18"	"1994-03-25"	"kirjanik, ajakirjanik"	"KANGRO, Bernard (Bernhard). 18.IX 1910 Võ V-Antsla v Oeküla  Rüütlil. Taluom Andres K. (1870--), Minna (1875--, Vs-Antsla v-st). Ae  1939 Maria Vellner (1913--, Jaan V.). Eeva Merike Pennar (srn). Kiltre  algk 1919--22, Antsla kõrg.algk 1922--24, Valga PG 1924--29,  sõjak.aspir 1931--32, Tü phil 1929--38 c.l., 10234, mag phil 1938, Tü  dr h c 1990, Veljesto 1929 (esim). Tü stip 1938--40, ass 1941, õüt  1941--43, Vanemuise dramaturg 1943--44, Sm kaudu Rts-i IX 1944,  Tulimulla toim 1950--94, EKirjKoop dir 1951--94, PEN-klubi, VälismEKL  1945, ENKirjL aul 1990, EKS aul.  Kirjanik. Srn 25.III 1994 Lundis.  EBLl, EEl, EAT2, EKirjP, ENE1, EKBL, ENE2, AA3, EKrL, ENE2(14)  Isotamm 2"	"EAE-40, lk. 77-78."	"Oe k. Vana-Antsla v. Urvaste khk. Võrumaa"	"Lund"							"KANGRO, Bernard (Bernhard). "	"18.IX 1910 Võ V-Antsla v Oeküla  Rüütlil. "	"Taluom Andres K. (1870--), Minna (1875--, Vs-Antsla v-st). "		"Ae  1939 Maria Vellner (1913--, Jaan V.). "	"Eeva Merike Pennar (srn). "	"Kiltre  algk 1919--22, Antsla kõrg.algk 1922--24, Valga PG 1924--29,  sõjak.aspir 1931--32, Tü phil 1929--38 c.l., mag phil 1938, Tü  dr h c 1990, Veljesto 1929 (esim). "	"Tü stip 1938--40, ass 1941, õüt  1941--43, Vanemuise dramaturg 1943--44, Sm kaudu Rts-i IX 1944,  Tulimulla toim 1950--94, EKirjKoop dir 1951--94, PEN-klubi, VälismEKL  1945, ENKirjL aul 1990, EKS aul. "	" Kirjanik. "	"Srn 25.III 1994 Lundis. "	" EBLl, EEl, EAT2, EKirjP, ENE1, EKBL, ENE2, AA3, EKrL, ENE2(14)  Isotamm 2"
6868	6868	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Kansa, Eduard"	"1887-10-10"	"1946-10-02"	"koolitegelane"	"KANSA (KANSMANN --1935), Eduard. 10.X 1887 Paldiskis. Kalur  Hans K. (1852--1916, Kiideva v-st), Liisa Korton (1860--, Leetse v-st).  Ae 1912 Alice Michelson (1890--, Paldiski tööst Paul M., Juliane /srn  1933/). Tom (1913--90, vt), Manuel Sergei (1915, vt), Irene Lindi  (1918, vt).  Paldiski algk 1896--1900, Tall linnak 1900--04, Treffn g  1906--08, g ekst Pärnus 1909, Tü phys-math 1909--10, 1913--16, Pb ü  1911--12. Kants.am ja koduõp Tall-s 1905--11, Pb-s 1911--16, I~ms-s  1916--17, AjMnk (Paldiski linna poolt), AK (ETE), I Rk, Paldiski  linnavolik, linnaval.l, Paldiski ühisg juh 1917--32, 1933--34, Nõmme  ühisg juh 1932--33, Tapa ühisg juh 1934--40, V-Maarja kk dir k.t ja õp  1940--44, Harjum TK har.osak lastekodude insp 1944--45, Tall merek õp  1945, Haaps öS ja kk dir 1945--46. Srn 2.X 1946 Haaps-s, maet Haaps  kalm-le. EAT, EAT2, EKrL  Isotamm 2"	"EAT, 85."									"KANSA (KANSMANN --1935), Eduard. "	"10.X 1887 Paldiskis. "	"Kalur  Hans K. (1852--1916, Kiideva v-st), Liisa Korton (1860--, Leetse v-st). "		" Ae 1912 Alice Michelson (1890--, Paldiski tööst Paul M., Juliane /srn  1933/). "	"Tom (1913--90, vt), Manuel Sergei (1915, vt), Irene Lindi  (1918, vt). "	" Paldiski algk 1896--1900, Tall linnak 1900--04, Treffn g  1906--08, g ekst Pärnus 1909, Tü phys-math 1909--10, 1913--16, Pb ü  1911--12. "	"Kants.am ja koduõp Tall-s 1905--11, Pb-s 1911--16, I~ms-s  1916--17, AjMnk (Paldiski linna poolt), AK (ETE), I Rk, Paldiski  linnavolik, linnaval.l, Paldiski ühisg juh 1917--32, 1933--34, Nõmme  ühisg juh 1932--33, Tapa ühisg juh 1934--40, V-Maarja kk dir k.t ja õp  1940--44, Harjum TK har.osak lastekodude insp 1944--45, Tall merek õp  1945, Haaps öS ja kk dir 1945--46. "		"Srn 2.X 1946 Haaps-s, maet Haaps  kalm-le. "	"EAT, EAT2, EKrL  Isotamm 2"
6869	6869	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Kant, Edgar"	"1902-02-21"	"1978-10-16"	"geograaf"	"KANT, Edgar. 21.II 1902 Tall-s. Kaupm Jüri K., Elise Ruval.  Ae 1929 k.õp Leida Kalling (1904--71, vt). Maret (1930, srn,  enesetapp), Mart (1934, merem). Tall Kirsipuu erag --1917, Westh g  1917--18, kolledõ --1921, Tü geogr 1921--28, 2128, mag geogr, dr phil  nat 1934, Raimla.  Vabat Vabaduss-s 1918--19, Trt öS õp 1927, Tü õüt  1928--34, stip 1928--29, Rockef stip 1931--32, Tü majandusgeograafia  dots 1934--36, korr.prof 1936--44, majandust osak prodek 1936--37,  majandusprorektor 1938--40, rektor 1941--44, Vaba Sõna peatoim  1933--34, metsavend 1941, Rts-i 1944, Lundi ü õppej 1950--63, prof  1963--78; EKS (kodu-uurimistoimk sekr 1925--34), AkadMajandustS abiesim  1931--36, esim 1936--40, ERKi asut 1931, põhikogu l, klubivan, ERKL  juh.sekr, ajak ERK pea- ja tegevtoim 1933--34, 1936--37, LVI nõuk.l  1937--40, TA hum.sekts juh ja pres.l 1938--40, KulKap nõuk.l 1938--40.  Srn 16.X 1978 Lundis. EBL, EAT, EE, EBLl, EEl, EMT, ENE2, AA3, ENE2(14)  Isotamm 2"	"EBL, 197; EAT, 85; EBLT, 119-!20."									"KANT, Edgar. "	"21.II 1902 Tall-s. "	"Kaupm Jüri K., Elise Ruval. "		" Ae 1929 k.õp Leida Kalling (1904--71, vt). "	"Maret (1930, srn,  enesetapp), Mart (1934, merem). "	"Tall Kirsipuu erag --1917, Westh g  1917--18, kolledõ --1921, Tü geogr 1921--28, mag geogr, dr phil  nat 1934, Raimla. "	" Vabat Vabaduss-s 1918--19, Trt öS õp 1927, Tü õüt  1928--34, stip 1928--29, Rockef stip 1931--32, Tü majandusgeograafia  dots 1934--36, korr.prof 1936--44, majandust osak prodek 1936--37,  majandusprorektor 1938--40, rektor 1941--44, Vaba Sõna peatoim  1933--34, metsavend 1941, Rts-i 1944, Lundi ü õppej 1950--63, prof  1963--78; EKS (kodu-uurimistoimk sekr 1925--34), AkadMajandustS abiesim  1931--36, esim 1936--40, ERKi asut 1931, põhikogu l, klubivan, ERKL  juh.sekr, ajak ERK pea- ja tegevtoim 1933--34, 1936--37, LVI nõuk.l  1937--40, TA hum.sekts juh ja pres.l 1938--40, KulKap nõuk.l 1938--40. "		" Srn 16.X 1978 Lundis. "	"EBL, EAT, EE, EBLl, EEl, EMT, ENE2, AA3, ENE2(14)  Isotamm 2"
6872	6872	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Kapp, Joosep"	"1833-05-12"	"1894-02-20"		"KAPP, Joosep. 12.V 1833 Vil Adavere ms kupja p. Ae Minna  Martens (1841--1901, Vilj-st). 8 l: Aleksander (vt), Artur (vt), Hans (vt),  Margot Perli. Põltsamaa algk, Trt kreisk ja g, Valga Zimse öS 1850--53.  S-Jaani köster ja khkk õp 1853--94, EKmS asut (juh.l), EAleksK peakom.l,  ViljEPõllumS pres. Srn 20.II 1894 S-Jaanis, maet samas. EBL, EE, ENE1,  ENE2, EKoBL, ENE2(14)  ISotamm 2"										"KAPP, Joosep. "	"12.V 1833 Vil Adavere ms kupja p. "			"Ae Minna  Martens (1841--1901, Vilj-st). "	"8 l: Aleksander (vt), Artur (vt), Hans (vt),  Margot Perli. "	"Põltsamaa algk, Trt kreisk ja g, Valga Zimse öS 1850--53. "	" S-Jaani köster ja khkk õp 1853--94, EKmS asut (juh.l), EAleksK peakom.l,  ViljEPõllumS pres. "		"Srn 20.II 1894 S-Jaanis, maet samas. "	"EBL, EE, ENE1,  ENE2, EKoBL, ENE2(14)  ISotamm 2"
6899	6899	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Karotam, Adolf"	"1865-00-00"	"1915-00-00"	"ajakirjanik"	"\""Postimehe\"" abitalitus Tallinnas 1893."																	"\""Postimehe\"" abitalitus Tallinnas 1893."			
6927	6927	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Jaanus, Johannes"	"1861-05-12"	"1941-00-00"	"õpetaja, preester"	"Majapid. 1911, 12. (Tveri kub. nov. 1911). JAANUS, Johannes (ps Ivan Staropassonski). 12.V 1861 Vil  V-Põltsamaa v Lebavere k.  Vabadik Madis J., Kai Libe. Ae 1887--1919  Elisabeth Blum (srn).  Pilistvere khkk 1879--82. Kooliõp 1882--98, AöK  1884, köster-kooliõp Venem-l 1898--1902, 1910--16, Velisel 1902--06,  Lätim-l 1906--10, preester Venem-l 1916--17, Saarem Mäemõisas 1917 ja  khkk.õp 1917--20, kooliõp Petseri v-s 1920--21, Vilo Molnika algk juh  1921--25, Juuru köster 1927--28, Mõisaküla preester 1926--27, 1929--41,  EAleksK abikom, ajakirj.  Srn 1941, maet Pärnus. EAT  Isotamm 2"	"EAT, 61."	"Lebavere k. Vaba-Põltsamaa v. Viljandimaal."								"JAANUS, Johannes (ps Ivan Staropassonski). "	"12.V 1861 Vil  V-Põltsamaa v Lebavere k. "	" Vabadik Madis J., Kai Libe. "		"Ae 1887--1919  Elisabeth Blum (srn). "		" Pilistvere khkk 1879--82. "	"Kooliõp 1882--98, AöK  1884, köster-kooliõp Venem-l 1898--1902, 1910--16, Velisel 1902--06,  Lätim-l 1906--10, preester Venem-l 1916--17, Saarem Mäemõisas 1917 ja  khkk.õp 1917--20, kooliõp Petseri v-s 1920--21, Vilo Molnika algk juh  1921--25, Juuru köster 1927--28, Mõisaküla preester 1926--27, 1929--41,  EAleksK abikom, ajakirj. "		" Srn 1941, maet Pärnus. "	"EAT  Isotamm 2"
7004	7004	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Annist, August"	"1899-01-28"	"1972-04-06"	"kirjandusteadlane, publitsist, folklorist, esseist, luuletaja, tõlkija"	"ANNIST (ANNI --1936), August. 28.I 1899 Vil Võisiku v Leie  Viilul. Taluperem Jaan Anni (1852--), Kata Moks (1863--). ö taluperen  Marie Erits (1890--, vt). Ae k.õp Linda Tammann (1902--81, Tall k.õp  Jüri T., Amalie, vt).  Ajalool Anne Sirje A.  (1936, t Aet /1973/, vt),  kunstiteadl Elo Mirjam Peil (1939, ae Ants P., vt), arst Helga Maia  Ingrid A.  (1944--96). Lätkalu v-k, Kolga-Jaani khkk 1906--12, Trt  komm.k 1912--18, Tü phil 1919--23, 38, mag phil 1923, dr phil 1935, EüS  1919--20, Veljesto asut 1920. Vabaduss-s vabat 1918--19 (2.jalav.polgu  k/p-kom, sai haavata), Trt reaalk õp 1920, Tü stip 1924--27, õüt  1926--36, eesti ja üldise kirjanduse eradots 1936--38, dots 1938--45,  tõlkija 1951--58, KKI v.teadur 1958--71; vang 16.V 1945 Trt-s, trib  13.V 1946, 58-10-2, 6+2 a, Valga ja Harku laager, vab 16.V 1951; E  Noorsoo RahvL, Sm-E üliõp.klubi, AkEmakS, üliõpKarskusüh, AkKirj.üh,  Kult-tahtNoorpõlveKoondus, EKS (eests l 1925--, ET toim 1931--40),  ENKirjL 1964. Srn 6.IV 1972 Tall-s, maet Metsakalm-le. EAT, EE, EBLl,  EEl, EAT2, EüS3, EKBL, ENE1, ENE2, AA3, PAE1, EKrL, ENE2(14)"	"EAT, 14; EAE-40, lk. 12. - Eesti kirjanike leksikon (2000), lk. 35-36."	"Viilu t. Võisiku v. Viljandimaa"	"Tallinn"							"ANNIST (ANNI --1936), August. "	"28.I 1899 Vil Võisiku v Leie  Viilul. "	"Taluperem Jaan Anni (1852--), Kata Moks (1863--). "	"ö taluperen  Marie Erits (1890--, vt). "	"Ae k.õp Linda Tammann (1902--81, Tall k.õp  Jüri T., Amalie, vt). "	" Ajalool Anne Sirje A.  (1936, t Aet /1973/, vt),  kunstiteadl Elo Mirjam Peil (1939, ae Ants P., vt), arst Helga Maia  Ingrid A.  (1944--96). "	"Lätkalu v-k, Kolga-Jaani khkk 1906--12, Trt  komm.k 1912--18, Tü phil 1919--23, 38, mag phil 1923, dr phil 1935, EüS  1919--20, Veljesto asut 1920. "	"Vabaduss-s vabat 1918--19 (2.jalav.polgu  k/p-kom, sai haavata), Trt reaalk õp 1920, Tü stip 1924--27, õüt  1926--36, eesti ja üldise kirjanduse eradots 1936--38, dots 1938--45,  tõlkija 1951--58, KKI v.teadur 1958--71; vang 16.V 1945 Trt-s, trib  13.V 1946, 58-10-2, 6+2 a, Valga ja Harku laager, vab 16.V 1951; E  Noorsoo RahvL, Sm-E üliõp.klubi, AkEmakS, üliõpKarskusüh, AkKirj.üh,  Kult-tahtNoorpõlveKoondus, EKS (eests l 1925--, ET toim 1931--40),  ENKirjL 1964. "		"Srn 6.IV 1972 Tall-s, maet Metsakalm-le. "	"EAT, EE, EBLl,  EEl, EAT2, EüS3, EKBL, ENE1, ENE2, AA3, PAE1, EKrL, ENE2(14)"
7005	7005	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Johanson-Pärna, Jakob"	"1858-00-00"	"1936-00-00"	"kooliõpetaja, telegrafist"	"JOHANSON-PÄRNA (JOHANSON --1882, Jakob (Maa Jaak). 16.XI 1858  Ta Uderna v Raudsepal. Rentn Juhan Johanson, Miina Piir. Ae 1.  1882--1915  Natalie Jakobson (1843--1915, vt), 2. 1917 Anette Jaakson.  Riia Balti öS 1874--79, telegr.k Pb-s 1885--86. Otepää khk Kastolatsi  AöK khkk juh 1879--82 , tüt.käsitöök kaasjuh Tall-s 1882--85, Pb-s  telegrafist 1886--96, posti- ja telegraafijsk ül 1896--1904,  telegr.peajaama am 1904--20, sõjatsensor 1914--18, posti- ja telegr.am  Tall-s 1920--28; Pb EHarS esim 1892--95. Srn 19.VIII 1936 Nõmmel. PmA,  EBL, EAT, EE, EBLl, EEl, EAT2, EKoBL"	"EAT, 66; EBLT, 107."									"JOHANSON-PÄRNA (JOHANSON --1882, Jakob (Maa Jaak). "	"16.XI 1858  Ta Uderna v Raudsepal. "	"Rentn Juhan Johanson, Miina Piir. "		"Ae 1.  1882--1915  Natalie Jakobson (1843--1915, vt), 2. 1917 Anette Jaakson. "		" Riia Balti öS 1874--79, telegr.k Pb-s 1885--86. "	"Otepää khk Kastolatsi  AöK khkk juh 1879--82 , tüt.käsitöök kaasjuh Tall-s 1882--85, Pb-s  telegrafist 1886--96, posti- ja telegraafijsk ül 1896--1904,  telegr.peajaama am 1904--20, sõjatsensor 1914--18, posti- ja telegr.am  Tall-s 1920--28; Pb EHarS esim 1892--95. "		"Srn 19.VIII 1936 Nõmmel. "	"PmA,  EBL, EAT, EE, EBLl, EEl, EAT2, EKoBL"
7027	7027	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Jung, Jaan"	"1835-11-18"	"1900-06-26"	"õpetaja, arheoloog, ajaloolane"	"JUNG, Jaan. 18.XI 1835 Vil Imavere v Tammekülas. K.õp Jüri J.  V-p Artur (vt). Ae Helene (õmbl).  Pilistvere khkk 1854--56, vallak.õp  eksam 1856, khkk õp eksam 1869.  Abja Kaidi vallak õp 1857--96,  Halliste kog organist 1867--99, Imavere v Tammeküla Soo-otsa om  1899--1900; ViljEPõllumS asut ja abiesim, EAleksK, EKmS, Põltsamaa  EPõllumS, Karksi karskuss Iivakivi, Halliste EPõllumS asutaja ja  kirjatoim, öES korr.l --1898. Arheoloog. Srn 26.VI 1900 Imaveres.  EBL,  EE, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"										"JUNG, Jaan. "	"18.XI 1835 Vil Imavere v Tammekülas. "	"K.õp Jüri J.  V-p Artur (vt). "		"Ae Helene (õmbl). "		" Pilistvere khkk 1854--56, vallak.õp  eksam 1856, khkk õp eksam 1869. "	" Abja Kaidi vallak õp 1857--96,  Halliste kog organist 1867--99, Imavere v Tammeküla Soo-otsa om  1899--1900; ViljEPõllumS asut ja abiesim, EAleksK, EKmS, Põltsamaa  EPõllumS, Karksi karskuss Iivakivi, Halliste EPõllumS asutaja ja  kirjatoim, öES korr.l --1898. "	"Arheoloog. "	"Srn 26.VI 1900 Imaveres. "	" EBL,  EE, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"
1018	1018	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Luce, Johann Wilhelm Ludwig von"	"1750-09-05"	"1842-06-04"		"LUCE, Johann Wilhelm Ludwig v. 5.IX 1750 Sksm-l Hasselfeldes  postmeistri p. Ae 1. 1784--88 Johanna Luise v.Vietinghoff (srn), 2.  1793 Auguste Christine v.Aderkas. Johann Friedrich Wilhelm (1785--1866,  kindr.ltn); Friedrich Gotthard (1798--1881, kindr.ltn). Göttingeni ja  Helmstedti ü theol 1774--77, med Göttingenis, dr.med. Koduõp Saarem-l  1781--83, Püha kog õp 1788--90, 1785 Lahetaguse ms om 1785--1832,  Pilguse ms pandiom 1793--1801, 1795 aadeldatud, arst Kuress-s, 1801--04  Kuress raehärra, polits.meister, SGildi vanem, k-de insp 1804--20,  KuressES asut 1817. Srn 4.VI 1842 Kaarmas, maet Kudjapäe kalm-le.  Estofiil. EBL, EE, ENE1, DBL, EKBL, ENE2, EKrL, EABL, ENE2(14)  Isotamm 2"										"LUCE, Johann Wilhelm Ludwig v. "	"5.IX 1750 Sksm-l Hasselfeldes  postmeistri p. "			"Ae 1. 1784--88 Johanna Luise v.Vietinghoff (srn), 2.  1793 Auguste Christine v.Aderkas. "	"Johann Friedrich Wilhelm (1785--1866,  kindr.ltn); Friedrich Gotthard (1798--1881, kindr.ltn). "	"Göttingeni ja  Helmstedti ü theol 1774--77, med Göttingenis, dr.med. "	"Koduõp Saarem-l  1781--83, Püha kog õp 1788--90, 1785 Lahetaguse ms om 1785--1832,  Pilguse ms pandiom 1793--1801, 1795 aadeldatud, arst Kuress-s, 1801--04  Kuress raehärra, polits.meister, SGildi vanem, k-de insp 1804--20,  KuressES asut 1817. "	" Estofiil. "	"Srn 4.VI 1842 Kaarmas, maet Kudjapäe kalm-le. "	"EBL, EE, ENE1, DBL, EKBL, ENE2, EKrL, EABL, ENE2(14)  Isotamm 2"
1033	1033	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Luiga, Georg Eduard"	"1866-02-27"	"1936-03-20"	"ajakirjanik, kirjanik"	"LUIGA, Georg Eduard. 27.II 1866 Võ Valgjärve v. K.õp Mihkel  L. (1837--1901), Mari Kotkas (1837--1914). Ae 1898 Miili Vals (1878--).  Mag phil Linda Bakis (1902--, vt), Nora Humal (1910, ae 1933 dr phil  nat Arnold H. /vt/, vt, t Ene-Margit Tiit /1934, vt/), Aino Koemets  (1912, vt), 4 l. Valgjärve v-k 1874--77, Kanepi khkk 1877--81. K.õp  Valgjärve v-k-s 1881--84, Maramaa v-k-s 1887--90, Simbirski kub  Smorodino asund-s 1891--95 Oleviku toim.l 1890--91, Siberi Omski asund  köster-kooliõp 1895--1901, Tall-s Ristirahva Pühapäevalehe ärijuht  1901--06, Koidu toim 1906--08, Pl peatoim 1908--34, Aja, Koidu ja Eesti  Kodu vast.toim 1908--37, Tall EKirjastüh asut 1908, ajak.esind Hels-s  1918--20, Tall linnavolik 1909--16, EKS asut, EAjakirjL aul 1930, EKL.  Kirjanik. Srn 20.III 1936 Tall-s, maet Rahumäe kalm-le.  PmA, EBL, EAT,  EE, EBLl, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"	"Postimees 1857-1907, 202-203; EAT, 166-167; EAE-40, lk. 121."	"Valgjärve v. Võrumaa"	"Tallinn"							"LUIGA, Georg Eduard. "	"27.II 1866 Võ Valgjärve v. "	"K.õp Mihkel  L. (1837--1901), Mari Kotkas (1837--1914). "		"Ae 1898 Miili Vals (1878--). "	" Mag phil Linda Bakis (1902--, vt), Nora Humal (1910, ae 1933 dr phil  nat Arnold H. /vt/, vt, t Ene-Margit Tiit /1934, vt/), Aino Koemets  (1912, vt), 4 l. "	"Valgjärve v-k 1874--77, Kanepi khkk 1877--81. "	"K.õp  Valgjärve v-k-s 1881--84, Maramaa v-k-s 1887--90, Simbirski kub  Smorodino asund-s 1891--95 Oleviku toim.l 1890--91, Siberi Omski asund  köster-kooliõp 1895--1901, Tall-s Ristirahva Pühapäevalehe ärijuht  1901--06, Koidu toim 1906--08, Pl peatoim 1908--34, Aja, Koidu ja Eesti  Kodu vast.toim 1908--37, Tall EKirjastüh asut 1908, ajak.esind Hels-s  1918--20, Tall linnavolik 1909--16, EKS asut, EAjakirjL aul 1930, EKL. "	" Kirjanik. "	"Srn 20.III 1936 Tall-s, maet Rahumäe kalm-le. "	" PmA, EBL, EAT,  EE, EBLl, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"
1063	1063	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Luts, Mihkel"	"1888-03-20"	"1929-07-20"	"ärimees, publitsist, prosaist"	"LUTS, Mihkel (ps M.Oorgu). 20.III 1888 Vil Võisiku v Oorgu  k-s vabad p. Oorgu v-k, Odiste min.k, II TöS 1904--08. öp Kadrina HarS  k-s 1908--10, Hageri HarS k-s 1910--11, Tall stat.bür am ja juh 1911--,  l-val maj.osak juh, ärim Tall-s, taluom V-Tänassilma v Valma k-s  1925--29.  Kirjanik. Srn 20.VII 1929 Valmas, maet Kolga-Jaani kalm-le.  TöS, EKrL  Õppis Tartu Õpetajate Seminaris 1908 (H. Kruusi mälestused \""Kultuur ja Elu\"" 1969); Tartu sem. album (1928) tema kohta.  Isotamm 2"	"Eesti kirjanike leksikon (2000), lk. 387."	"Oorgu k. Võisiku v. Viljandima"	"Valma k. Vana-Tänassilma v."	"Maetud Kolga-Jaani kalmistule."						"LUTS, Mihkel (ps M.Oorgu). "	"20.III 1888 Vil Võisiku v Oorgu  k-s vabad p. "					"Oorgu v-k, Odiste min.k, II TöS 1904--08. "	"öp Kadrina HarS  k-s 1908--10, Hageri HarS k-s 1910--11, Tall stat.bür am ja juh 1911--,  l-val maj.osak juh, ärim Tall-s, taluom V-Tänassilma v Valma k-s  1925--29. "	" Kirjanik. "	"Srn 20.VII 1929 Valmas, maet Kolga-Jaani kalm-le. "	" Isotamm 2"
